system:index,B2,B3,B4,B8,NDWI,SWIR1,SWIR2,latitude,longitude,.geo
497,1542,1190,969,1065,0.05543237250554324,788,539,-15.934934748779234,-5.739979500543682,"{""type"":""Point"",""coordinates"":[-5.740005061399987,-15.934925175594566]}"
499,921,724,655,675,0.03502501919865608,691,469,-15.936557098550804,-5.7259997793719135,"{""type"":""Point"",""coordinates"":[-5.72603087152306,-15.936565862929871]}"
522,1245,1018,1018,835,0.09875876956287102,1115,1008,-15.937982417379962,-5.741794450009045,"{""type"":""Point"",""coordinates"":[-5.74183265676692,-15.938024589105536]}"
535,798,493,295,181,0.462907999753952,96,70,-15.93123333599003,-5.732741882921627,"{""type"":""Point"",""coordinates"":[-5.732747737752033,-15.93122420945442]}"
546,1389,1019,833,785,0.12971175166297116,668,510,-15.936083730749205,-5.741955333965246,"{""type"":""Point"",""coordinates"":[-5.741987121289015,-15.936100618826561]}"
576,1278,1006,863,642,0.220873786407767,488,412,-15.93650307039654,-5.737387149934269,"{""type"":""Point"",""coordinates"":[-5.737410999679421,-15.936544786702452]}"
617,719,486,326,368,0.13817329704761505,301,187,-15.937318544943908,-5.6941787774874815,"{""type"":""Point"",""coordinates"":[-5.694142591926105,-15.937326831248098]}"
629,786,539,396,348,0.21533258259296417,353,247,-15.930061269273695,-5.725445316028488,"{""type"":""Point"",""coordinates"":[-5.7254290164481825,-15.930035815146589]}"
670,1246,863,596,513,0.2543604651162791,308,203,-15.93540523174711,-5.738492384543154,"{""type"":""Point"",""coordinates"":[-5.738488064991842,-15.935396562864598]}"
725,930,756,724,714,0.02857142873108387,1052,903,-15.988618912199406,-5.672549101296206,"{""type"":""Point"",""coordinates"":[-5.67257376830678,-15.988645449929392]}"
758,1010,824,818,796,0.017283950001001358,1216,1048,-15.99798974158402,-5.6743544972693885,"{""type"":""Point"",""coordinates"":[-5.6743641506362295,-15.997988852952556]}"
790,1292,902,689,570,0.22554347826086957,556,463,-15.931260876043304,-5.737689404048376,"{""type"":""Point"",""coordinates"":[-5.737684022735835,-15.93122570520688]}"
803,915,679,580,557,0.09870550036430359,638,455,-15.937191572016749,-5.725821660941506,"{""type"":""Point"",""coordinates"":[-5.725792401243577,-15.937209717693877]}"
810,1127,872,808,663,0.13615635179153093,716,484,-15.939066023976364,-5.74180917853991,"{""type"":""Point"",""coordinates"":[-5.741814884792304,-15.939107368478068]}"
812,915,694,587,669,0.018341893330216408,675,479,-15.935747923984753,-5.725708810810192,"{""type"":""Point"",""coordinates"":[-5.725706598959056,-15.935763638825149]}"
885,828,563,403,314,0.2839224636554718,374,225,-15.929355367666044,-5.724128993034185,"{""type"":""Point"",""coordinates"":[-5.724091986490098,-15.929348785744104]}"
904,815,570,466,543,0.02425876073539257,553,364,-15.94037029235033,-5.717276640460989,"{""type"":""Point"",""coordinates"":[-5.71724546246222,-15.940387143930813]}"
907,1203,877,761,689,0.12005108556832694,927,920,-15.9379788546835,-5.742074436857694,"{""type"":""Point"",""coordinates"":[-5.74209586763782,-15.937941080581316]}"
947,760,504,369,402,0.11258278042078018,348,201,-15.935956981496217,-5.694720678940077,"{""type"":""Point"",""coordinates"":[-5.694711785938094,-15.93597893145644]}"
954,1288,954,873,668,0.17632552404438964,854,800,-15.93263093336276,-5.743588579733478,"{""type"":""Point"",""coordinates"":[-5.74361105117877,-15.932626694286787]}"
955,786,524,384,329,0.22860492765903473,300,215,-15.929422076662986,-5.725996738154782,"{""type"":""Point"",""coordinates"":[-5.72601225340109,-15.929387600312308]}"
964,742,511,382,305,0.25245097279548645,304,222,-15.931367384658735,-5.729290016365115,"{""type"":""Point"",""coordinates"":[-5.729286964168156,-15.931356970141927]}"
